date,mkt,name,offer,price,shares,symbol
8/3/2005,NASDAQ,UNICA CORP,"$48,000,000",$10,"4,800,000",UNCA
8/3/2005,NASDAQ,"MWI VETERINARY SUPPLY, INC.","$73,666,678",$17,"4,333,334",MWIV
8/3/2005,NASDAQ,"REPUBLIC COMPANIES GROUP, INC.","$84,000,000",$14,"6,000,000",RUTX
8/3/2005,American Stock Exchange,PARENT CO,"$19,000,000",$9.50,"2,000,000",BUN
7/29/2005,NASDAQ,"GOLF GALAXY, INC.","$55,300,000",$14,"3,950,000",GGXY
7/29/2005,American Stock Exchange,"ALTIMMUNE, INC.","$72,000,000",$8,"9,000,000",HAQ.U
7/29/2005,NASDAQ,"SUPERIOR WELL SERVICES, INC","$73,060,000",$13,"5,620,000",SWSI
7/28/2005,New York Stock Exchange,"ALON USA ENERGY, INC.","$163,200,000",$16,"10,200,000",ALJ
7/27/2005,New York Stock Exchange,PIKE CORP,"$189,000,000",$14,"13,500,000",PEC
7/26/2005,New York Stock Exchange,ITC HOLDINGS CORP.,"$287,500,000",$23,"12,500,000",ITC
7/22/2005,New York Stock Exchange,MAIDENFORM BRANDS LLC,"$217,499,139",$17,"12,794,067",MFB
7/22/2005,NASDAQ,HITTITE MICROWAVE CORP,"$76,500,000",$17,"4,500,000",HITT
7/22/2005,NASDAQ,GENCO SHIPPING & TRADING LTD,"$246,960,000",$21,"11,760,000",GSTL
7/22/2005,NASDAQ,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.","$203,666,658",$13,"15,666,666",CNSL
7/21/2005,NASDAQ,"ADAMS RESPIRATORY THERAPEUTICS, INC.","$135,150,000",$17,"7,950,000",ARXT
7/21/2005,NASDAQ,DIAMOND FOODS INC,"$102,000,000",$17,"6,000,000",DMND
7/21/2005,NASDAQ,FPB BANCORP INC,"$10,400,000",$13,"800,000",FPBI
7/18/2005,NASDAQ,"PEPPERBALL TECHNOLOGIES, INC.","$7,200,000",$6,"1,200,000",SWATU
7/15/2005,American Stock Exchange,ORCHIDS PAPER PRODUCTS CO /DE,"$15,000,000",$8,"1,875,000",TIS
7/15/2005,NASDAQ,BIRD ACQUISITION CORP.,"$192,050,000",$11.50,"16,700,000",QMAR
7/15/2005,OTCBB,"TSS, INC.","$42,000,000",$6,"7,000,000",FAACU
7/14/2005,NASDAQ,CRYOCOR INC,"$40,799,990",$11,"3,709,090",CRYO
7/14/2005,OTCBB,"IXI MOBILE, INC.","$36,000,000",$6,"6,000,000",ISLT
7/14/2005,New York Stock Exchange,JER INVESTORS TRUST INC,"$216,947,582",$17.75,"12,222,399",JRT
7/14/2005,OTCBB,ALERITAS CAPITAL CORP.,"$48,000,000",$6,"8,000,000",OMACU
7/13/2005,OTCBB,"OTTAWA SAVINGS BANCORP, INC.","$15,473,250",$10,"1,547,325",OTTW
7/13/2005,NASDAQ,UNITED FINANCIAL BANCORP INC,"$76,721,530",$10,"7,672,153",UBNK
7/13/2005,NASDAQ,FOCUS MEDIA HOLDING LTD,"$171,700,000",$17,"10,100,000",FMCN
7/8/2005,New York Stock Exchange,MEDICAL PROPERTIES TRUST INC,"$126,701,642",$10.50,"12,066,823",MPW
7/1/2005,American Stock Exchange,AMERICAN COMMUNITY NEWSPAPERS INC.,"$72,000,000",$6,"12,000,000",CRB/U
6/30/2005,NASDAQ,COLONIAL BANKSHARES INC,"$22,508,950",$10,"2,250,895",COBK
6/30/2005,NASDAQ,RENASANT CORPORATION,"$33,723,750",$10,"3,372,375",HBOS
6/30/2005,NASDAQ,SILICON MOTION TECHNOLOGY CORP,"$70,350,000",$10.50,"6,700,000",SIMO
6/30/2005,American Stock Exchange,"JAMBA, INC.","$120,000,000",$8,"15,000,000",SVI.U
6/30/2005,OTCBB,TAC ACQUISITION CORP.,"$120,000,000",$6,"20,000,000",TACAU
6/30/2005,NASDAQ,VOLCOM INC,"$89,062,500",$19,"4,687,500",VLCM
6/30/2005,New York Stock Exchange,WESTERN ALLIANCE BANCORPORATION,"$82,500,000",$22,"3,750,000",WAL
6/29/2005,New York Stock Exchange,"COLUMBIA EQUITY TRUST, INC.","$180,000,000",$15,"12,000,000",COE
6/29/2005,New York Stock Exchange,CIFC CORP.,"$400,000,000",$16,"25,000,000",DFR
6/29/2005,New York Stock Exchange,DSW INC.,"$267,187,500",$19,"14,062,500",DSW
6/29/2005,New York Stock Exchange,NEUSTAR INC,"$605,000,000",$22,"27,500,000",NSR
6/28/2005,American Stock Exchange,HEMOSENSE INC,"$19,250,000",$5.50,"3,500,000",HEM
6/24/2005,New York Stock Exchange,KKR FINANCIAL CORP,"$800,000,016",$24,"33,333,334",KFN
6/24/2005,NASDAQ,KENEXA CORP,"$60,000,000",$12,"5,000,000",KNXA
6/24/2005,NASDAQ,BANKFINANCIAL CORP,"$244,662,500",$10,"24,466,250",BFIN
6/24/2005,NASDAQ,TBS INTERNATIONAL LTD,"$81,600,000",$10,"8,160,000",TBSI
6/23/2005,NASDAQ,LINCOLN EDUCATIONAL SERVICES CORP,"$80,000,000",$20,"4,000,000",LINC
6/23/2005,NASDAQ,EAGLE BULK SHIPPING INC.,"$201,600,000",$14,"14,400,000",EGLE
6/22/2005,NASDAQ,"BUILDERS FIRSTSOURCE, INC.","$196,000,000",$16,"12,250,000",BLDR
6/22/2005,NASDAQ,ALLION HEALTHCARE INC,"$52,000,000",$13,"4,000,000",ALLI
6/21/2005,NASDAQ,CRESTWOOD HOLDINGS LP,"$76,500,000",$22.50,"3,400,000",NRGP
6/21/2005,OTCBB,NUVIM INC,"$2,700,000",$1,"2,700,000",NUVMU
6/16/2005,NASDAQ,MICRUS ENDOVASCULAR CORP,"$35,750,000",$11,"3,250,000",MEND
6/16/2005,NASDAQ,EV3 INC.,"$164,710,000",$14,"11,765,000",EVVV
6/16/2005,American Stock Exchange,GENTIUM S.P.A.,"$21,600,000",$9,"2,400,000",GNT
6/14/2005,NASDAQ,"PREMIUM STANDARD FARMS, INC.","$123,030,750",$12.50,"9,842,460",PORK
6/10/2005,NASDAQ,SILICON GRAPHICS INTERNATIONAL CORP,"$75,000,000",$12,"6,250,000",RACK
6/9/2005,NASDAQ,"LHC GROUP, INC","$67,200,000",$14,"4,800,000",LHCG
6/3/2005,NASDAQ,NEWLEAD HOLDINGS LTD.,"$153,000,000",$12.50,"12,240,000",RAMS
6/2/2005,NASDAQ,XENOPORT INC,"$52,500,000",$10.50,"5,000,000",XNPT
5/26/2005,New York Stock Exchange,DIAMONDROCK HOSPITALITY CO,"$273,913,500",$10.50,"26,087,000",DRH
5/26/2005,NASDAQ,"SSA GLOBAL TECHNOLOGIES, INC","$99,000,000",$11,"9,000,000",SSAG
5/25/2005,New York Stock Exchange,TRANSMONTAIGNE PARTNERS L.P.,"$71,690,000",$21.40,"3,350,000",TLP
5/23/2005,NASDAQ,ROCKVILLE FINANCIAL INC.,"$83,570,500",$10,"8,357,050",RCKB
5/18/2005,OTCBB,"VYTERIS, INC.","$39,398,929",$3.04,"12,960,174",VYHN
5/18/2005,NASDAQ,CITI TRENDS INC,"$53,900,000",$14,"3,850,000",CTRN
5/16/2005,New York Stock Exchange,XERIUM TECHNOLOGIES INC,"$160,790,796",$12,"13,399,233",XRM
5/11/2005,New York Stock Exchange,WARNER MUSIC GROUP CORP.,"$554,200,000",$17,"32,600,000",WMG
5/10/2005,New York Stock Exchange,NEW SKIES SATELLITES HOLDINGS LTD.,"$196,350,000",$16.50,"11,900,000",NSE
5/6/2005,New York Stock Exchange,"BOIS D ARC ENERGY, INC.","$175,500,000",$13,"13,500,000",BDE
5/6/2005,NASDAQ,CHINA TECHFAITH WIRELESS COMMUNICATION TECHNOLOGY LTD,"$141,813,051",$16.25,"8,726,957",CNTF
5/6/2005,NASDAQ,ZUMIEZ INC,"$56,250,000",$18,"3,125,000",ZUMZ
5/5/2005,New York Stock Exchange,TEEKAY LNG PARTNERS L.P.,"$132,000,000",$22,"6,000,000",TGP
5/5/2005,New York Stock Exchange,LAZARD LTD,"$854,579,050",$25,"34,183,162",LAZ
5/3/2005,NASDAQ,"MORNINGSTAR, INC.","$140,831,250",$18.50,"7,612,500",MORN
5/3/2005,American Stock Exchange,COFFEE HOLDING CO INC,"$7,000,000",$5,"1,400,000",JVA
5/3/2005,OTCBB,"CLEARPOINT BUSINESS RESOURCES, INC","$28,800,000",$6,"4,800,000",TNVA
4/29/2005,New York Stock Exchange,"VERIFONE SYSTEMS, INC.","$154,000,000",$10,"15,400,000",PAY
4/26/2005,New York Stock Exchange,ACCURIDE CORP,"$99,000,000",$9,"11,000,000",ACW
4/21/2005,NASDAQ,NATIONAL ATLANTIC HOLDINGS CORP,"$79,800,000",$12,"6,650,000",NAHC
4/15/2005,New York Stock Exchange,JORGENSEN EARLE M CO /DE/,"$176,000,000",$10,"17,600,000",JOR
4/14/2005,NASDAQ,DEXCOM INC,"$56,400,000",$12,"4,700,000",DXCM
4/12/2005,American Stock Exchange,"BLACK RAVEN ENERGY, INC.","$11,000,000",$5.50,"2,000,000",PRB
4/6/2005,NASDAQ,"FREIGHTCAR AMERICA, INC.","$161,500,000",$19,"8,500,000",RAIL
4/6/2005,NASDAQ,"BROOKLYN FEDERAL BANCORP, INC.","$34,500,000",$10,"3,450,000",BFSB
4/5/2005,NASDAQ,"BENJAMIN FRANKLIN BANCORP, INC.","$66,125,000",$10,"6,612,500",BFBC
4/1/2005,NASDAQ,FASTCLICK INC,"$78,000,000",$12,"6,500,000",FSTC
3/31/2005,NASDAQ,ROME BANCORP INC,"$63,825,000",$10,"6,382,500",ROMED
3/30/2005,NASDAQ,PRUDENTIAL BANCORP INC OF PENNSYLVANIA,"$56,536,880",$10,"5,653,688",PBIP
3/18/2005,New York Stock Exchange,DIANA SHIPPING INC.,"$210,375,000",$17,"12,375,000",DSX
3/17/2005,New York Stock Exchange,PANAMSAT HOLDING CORP,"$900,000,000",$18,"50,000,000",PA
3/15/2005,NASDAQ,"BOFI HOLDING, INC.","$35,100,001",$11.50,"3,052,174",BOFI
3/11/2005,NASDAQ,SHAMIR OPTICAL INDUSTRY LTD.,"$56,000,000",$14,"4,000,000",SHMR
3/9/2005,New York Stock Exchange,"INTERNATIONAL SECURITIES EXCHANGE HOLDINGS, INC.","$180,887,544",$18,"10,049,308",ISE
3/4/2005,NASDAQ,ASPREVA PHARMACEUTICALS CORP,"$79,200,000",$11,"7,200,000",ASPV
3/3/2005,NASDAQ,KENTUCKY FIRST FEDERAL BANCORP,"$21,275,720",$10,"2,127,572",KFFB
2/25/2005,OTCBB,"AVANTAIR, INC","$36,000,000",$6,"6,000,000",AACQU
2/24/2005,NASDAQ,KEARNY FINANCIAL CORP.,"$218,212,500",$10,"21,821,250",KRNY
2/18/2005,OTCBB,ALDABRA ACQUISITION CORP,"$48,000,000",$6,"8,000,000",ALBAU
2/17/2005,New York Stock Exchange,"DOLBY LABORATORIES, INC.","$495,000,000",$18,"27,500,000",DLB
2/16/2005,OTCBB,COASTAL BANCSHARES ACQUISITION CORP.,"$28,800,000",$6,"4,800,000",CBASU
2/16/2005,New York Stock Exchange,WEX INC.,"$720,000,000",$18,"40,000,000",WXS
2/15/2005,NASDAQ,ODIMO INC,"$28,125,000",$9,"3,125,000",ODMO
2/15/2005,American Stock Exchange,"MANITEX INTERNATIONAL, INC.","$15,000,000",$6,"2,500,000",VCC
2/15/2005,American Stock Exchange,"FUSION CONNECT, INC.","$23,220,000",$6.45,"3,600,000",FSN
2/15/2005,New York Stock Exchange,ECC CAPITAL CORP,"$386,030,428",$6.75,"57,189,693",ECR
2/15/2005,New York Stock Exchange,"ALPHA NATURAL RESOURCES, INC./OLD","$560,500,000",$19,"29,500,000",ANR
2/14/2005,OTCBB,"VIVID LEARNING SYSTEMS, INC.","$499,499",$0.25,"1,997,996",VVDL
2/11/2005,NASDAQ,"UNIVERSAL LOGISTICS HOLDINGS, INC.","$106,000,000",$20,"5,300,000",UACL
2/11/2005,New York Stock Exchange,HUNTSMAN CORP,"$1,385,227,302",$23,"60,227,274",HUN
2/10/2005,NASDAQ,"HILAND PARTNERS HOLDINGS, LLC","$45,000,000",$22.50,"2,000,000",HLND
2/10/2005,New York Stock Exchange,"PRESTIGE BRANDS HOLDINGS, INC.","$448,000,000",$16,"28,000,000",PBH
2/10/2005,New York Stock Exchange,SYNIVERSE HOLDINGS INC,"$281,920,000",$16,"17,620,000",SVR
2/9/2005,New York Stock Exchange,"WINDSTREAM HOLDINGS, INC.","$440,625,000",$15,"29,375,000",VCG
2/9/2005,NASDAQ,TRI-S SECURITY CORP,"$10,800,000",$6,"1,800,000",TRISU
2/9/2005,New York Stock Exchange,"FTD GROUP, INC.","$200,300,009",$13,"15,407,693",FTD
2/9/2005,NASDAQ,EMAGEON INC,"$65,000,000",$13,"5,000,000",EMAG
2/8/2005,NASDAQ,"GRAVITY CO., LTD.","$108,000,000",$13.50,"8,000,000",GRVY
2/4/2005,NASDAQ,"MOLECULAR TEMPLATES, INC.","$37,333,331",$7,"5,333,333",THLD
2/4/2005,New York Stock Exchange,"ARC DOCUMENT SOLUTIONS, INC.","$173,550,000",$13,"13,350,000",ARP
2/4/2005,New York Stock Exchange,FAIRPOINT COMMUNICATIONS INC,"$462,500,000",$18.50,"25,000,000",FRP
2/4/2005,NASDAQ,"KU6 MEDIA CO., LTD","$70,520,000",$10.25,"6,880,000",HRAY
2/3/2005,NASDAQ,ICAGEN INC,"$40,000,000",$8,"5,000,000",ICGN
2/3/2005,NASDAQ,FIELDSTONE INVESTMENT CORP,"$758,256,328",$17.50,"43,328,933",FICC
2/3/2005,NASDAQ,DRYSHIPS INC.,"$234,000,000",$18,"13,000,000",DRYS
2/2/2005,NASDAQ,"MMRGLOBAL, INC.","$42,000,000",$7,"6,000,000",FVRL
1/28/2005,NASDAQ,DFC GLOBAL CORP.,"$120,000,000",$16,"7,500,000",DLLR
1/28/2005,NASDAQ,NATIONAL INTERSTATE CORP,"$51,934,500",$13.50,"3,847,000",NATL
1/28/2005,New York Stock Exchange,W&T OFFSHORE INC,"$240,449,997",$19,"12,655,263",WTI
1/27/2005,NASDAQ,"OPTIONSXPRESS HOLDINGS, INC.","$198,000,000",$16.50,"12,000,000",OXPS
1/26/2005,New York Stock Exchange,"EDUCATION REALTY TRUST, INC.","$304,000,000",$16,"19,000,000",EDR
1/26/2005,NASDAQ,GFI GROUP INC.,"$123,001,704",$21,"5,857,224",GFIG
1/21/2005,New York Stock Exchange,CELANESE CORP,"$800,000,000",$16,"50,000,000",CE
1/21/2005,NASDAQ,"SEABRIGHT HOLDINGS, INC.","$78,750,000",$10.50,"7,500,000",SEAB
1/21/2005,NASDAQ,VIACELL INC,"$52,500,000",$7,"7,500,000",VIAC
1/19/2005,OTCBB,"CECORS, INC.","$100,000",$0.05,"2,000,000",FDRA
1/3/2005,New York Stock Exchange,COUSINS PROPERTIES INC,"$100,000,000",$25,"4,000,000",CUZ.B
12/23/2004,OTCBB,"CGE ENERGY, INC.","$38,014,866",$1.50,"25,343,244",MKBY
12/22/2004,NASDAQ,OCEAN SHORE HOLDING CO,"$38,352,500",$10,"3,835,250",OSHC
12/17/2004,NASDAQ,WARREN RESOURCES INC,"$71,250,000",$7.50,"9,500,000",WRES
12/17/2004,American Stock Exchange,SOTHERLY HOTELS INC.,"$60,000,000",$10,"6,000,000",MDH
12/17/2004,NASDAQ,"ABINGTON COMMUNITY BANCORP, INC.","$71,415,000",$10,"7,141,500",ABBC
12/16/2004,New York Stock Exchange,"ADVANCE AMERICA, CASH ADVANCE CENTERS, INC.","$322,500,000",$15,"21,500,000",AEA
12/16/2004,NASDAQ,ARBINET CORP,"$114,369,588",$17.50,"6,535,405",ARBX
12/16/2004,New York Stock Exchange,"TRADE STREET RESIDENTIAL, INC.","$138,666,671",$13,"10,666,667",FMP
12/16/2004,New York Stock Exchange,HERBALIFE NUTRITION LTD.,"$203,000,000",$14,"14,500,000",HLF
12/16/2004,New York Stock Exchange,"INTERLINE BRANDS, INC./DE","$187,500,000",$15,"12,500,000",IBI
12/16/2004,New York Stock Exchange,KMG AMERICA CORP,"$179,550,000",$9.50,"18,900,000",KMA
12/16/2004,New York Stock Exchange,MACQUARIE INFRASTRUCTURE CO TRUST,"$535,000,000",$25,"21,400,000",MIC
12/16/2004,NASDAQ,"CAMBRIDGE DISPLAY TECHNOLOGY, INC.","$30,000,000",$12,"2,500,000",OLED
12/16/2004,American Stock Exchange,OTELCO TELECOMMUNICATIONS LLC,"$131,616,800",$15.20,"8,659,000",OTT
12/16/2004,New York Stock Exchange,SPIRIT FINANCE CORPORATION,"$286,956,527",$11,"26,086,957",SFC
12/15/2004,NASDAQ,"GREAT WOLF RESORTS, INC.","$238,000,000",$17,"14,000,000",WOLF
12/15/2004,NASDAQ,THE9 LTD,"$103,275,000",$17,"6,075,000",NCTY
12/15/2004,New York Stock Exchange,LAS VEGAS SANDS CORP,"$690,476,196",$29,"23,809,524",LVS
12/14/2004,NASDAQ,SPY INC.,"$30,450,000",$8.75,"3,480,000",ORNG
12/14/2004,New York Stock Exchange,KNOLL INC,"$165,680,220",$15,"11,045,348",KNL
12/14/2004,OTCBB,"INTERNATIONAL SHIPPING ENTERPRISES, INC.","$171,000,000",$6,"28,500,000",ISHPU
12/14/2004,New York Stock Exchange,BLUELINX HOLDINGS INC.,"$128,250,000",$13.50,"9,500,000",BXC
12/14/2004,NASDAQ,"COMSTOCK HOLDING COMPANIES, INC.","$63,360,000",$16,"3,960,000",CHCI
12/14/2004,NASDAQ,CONOR MEDSYSTEMS INC,"$78,000,000",$13,"6,000,000",CONR
12/10/2004,New York Stock Exchange,BILL BARRETT CORP,"$325,000,000",$25,"13,000,000",BBG
12/10/2004,NASDAQ,ADEZA BIOMEDICAL CORP,"$60,000,000",$16,"3,750,000",ADZA
12/10/2004,NASDAQ,FIRST STATE FINANCIAL CORP/FL,"$25,530,000",$12,"2,127,500",FSTF
12/10/2004,NASDAQ,COMMUNITY BANCORP,"$52,799,996",$23,"2,295,652",CBON
12/10/2004,New York Stock Exchange,SYMMETRY MEDICAL INC.,"$120,000,000",$15,"8,000,000",SMA
12/10/2004,NASDAQ,"MARKET LEADER, INC.","$93,750,000",$15,"6,250,000",SOLD
12/9/2004,NASDAQ,TEARLAB CORP,"$100,800,000",$12,"8,400,000",RHEO
12/9/2004,New York Stock Exchange,"ALPHA NATURAL RESOURCES, INC.","$519,420,000",$22,"23,610,000",FCL
12/8/2004,NASDAQ,CABG MEDICAL INC,"$30,250,000",$5.50,"5,500,000",CABG
12/7/2004,NASDAQ,HOME FEDERAL BANCORP INC,"$60,835,000",$10,"6,083,500",HOME
12/3/2004,NASDAQ,NINETOWNS INTERNET TECHNOLOGY GROUP CO LTD,"$105,600,000",$11,"9,600,000",NINE
11/23/2004,NASDAQ,UAP HOLDING CORP,"$439,000,000",$16,"27,437,500",UAPH
11/19/2004,NASDAQ,MONOLITHIC POWER SYSTEMS INC,"$46,750,000",$8.50,"5,500,000",MPWR
11/19/2004,NASDAQ,"PORTALPLAYER, INC.","$106,250,000",$17,"6,250,000",PLAY
11/19/2004,OTCBB,CHINA UNISTONE ACQUISITION CORP,"$18,000,000",$6,"3,000,000",CUAQU
11/19/2004,American Stock Exchange,COINMACH SERVICE CORP,"$250,066,662",$13.64,"18,333,333",DRY
11/18/2004,New York Stock Exchange,IOWA TELECOMMUNICATIONS SERVICES INC,"$363,113,047",$19,"19,111,213",IWA
11/18/2004,NASDAQ,PRA INTERNATIONAL,"$114,000,000",$19,"6,000,000",PRAI
11/18/2004,NASDAQ,"SPECIALTY UNDERWRITERS ALLIANCE, INC.","$120,650,000",$9.50,"12,700,000",SUAI
11/16/2004,NASDAQ,INPHONIC INC,"$142,500,000",$19,"7,500,000",INPC
11/16/2004,New York Stock Exchange,CHINA NETCOM GROUP CORP (HONG KONG) LTD,"$1,027,052,126",$21.82,"47,069,300",CN
11/11/2004,New York Stock Exchange,NALCO HOLDING CO,"$666,666,660",$15,"44,444,444",NLC
11/11/2004,New York Stock Exchange,"ORMAT TECHNOLOGIES, INC.","$93,750,000",$15,"6,250,000",ORA
11/10/2004,NASDAQ,ZIPREALTY INC,"$59,150,000",$13,"4,550,000",ZIPR
11/9/2004,NASDAQ,"COPANO ENERGY, L.L.C.","$100,000,000",$20,"5,000,000",CPNO
11/5/2004,New York Stock Exchange,ARLINGTON TANKERS LTD.,"$229,000,000",$20,"11,450,000",ATB
11/5/2004,NASDAQ,MARKETAXESS HOLDINGS INC,"$55,000,000",$11,"5,000,000",MKTX
11/2/2004,New York Stock Exchange,AAMES INVESTMENT CORP,"$297,500,000",$8.50,"35,000,000",AIC
10/29/2004,New York Stock Exchange,"DIGITAL REALTY TRUST, INC.","$240,000,000",$12,"20,000,000",DLR
10/29/2004,New York Stock Exchange,MECHEL PAO,"$291,389,511",$21,"13,875,691",MTL
10/29/2004,New York Stock Exchange,U.S. SHIPPING PARTNERS L.P.,"$133,500,000",$22.25,"6,000,000",USS
10/28/2004,NASDAQ,"ELONG, INC.","$62,134,385",$13.50,"4,602,547",LONG
10/28/2004,OTCBB,"RAND LOGISTICS, INC.","$24,000,000",$6,"4,000,000",RAQCU
10/28/2004,New York Stock Exchange,"DREAMWORKS ANIMATION, LLC","$812,000,000",$28,"29,000,000",DWA
10/28/2004,New York Stock Exchange,BUILD A BEAR WORKSHOP INC,"$149,640,000",$20,"7,482,000",BBW
10/28/2004,NASDAQ,"CALAMOS ASSET MANAGEMENT, INC. /DE/","$365,400,000",$18,"20,300,000",CLMS
10/28/2004,NASDAQ,"FOXHOLLOW TECHNOLOGIES, INC.","$63,000,000",$14,"4,500,000",FOXH
10/28/2004,New York Stock Exchange,GMH COMMUNITIES TRUST,"$342,857,148",$12,"28,571,429",GCT
10/26/2004,NASDAQ,SHOPPING COM LTD,"$123,680,880",$18,"6,871,160",SHOP
10/26/2004,New York Stock Exchange,NORTHSTAR REALTY FINANCE CORP.,"$180,000,000",$9,"20,000,000",NRF
10/22/2004,New York Stock Exchange,CUBESMART,"$400,000,000",$16,"25,000,000",YSI
10/21/2004,NASDAQ,"TOWER GROUP INTERNATIONAL, LTD.","$110,500,000",$8.50,"13,000,000",TWGP
10/21/2004,NASDAQ,TELVENT GIT S A,"$78,300,000",$9,"8,700,000",TLVT
10/21/2004,New York Stock Exchange,"SUNSTONE HOTEL INVESTORS, INC.","$358,700,000",$17,"21,100,000",SHO
10/21/2004,American Stock Exchange,SMARTPROS LTD.,"$7,650,000",$12.75,"600,000",PED'U
10/20/2004,NASDAQ,"CELEBRATE EXPRESS, INC.","$49,600,000",$15.50,"3,200,000",BDAY
10/20/2004,NASDAQ,VNUS MEDICAL TECHNOLOGIES INC,"$80,639,925",$15,"5,375,995",VNUS
10/19/2004,NASDAQ,LOCAL CORP,"$22,000,000",$8,"2,750,000",INCX
10/15/2004,NASDAQ,CHINA FINANCE ONLINE CO. LTD,"$80,600,000",$13,"6,200,000",JRJC
10/15/2004,NASDAQ,COTHERIX INC,"$30,000,000",$6,"5,000,000",CTRX
10/14/2004,OTCBB,GIGABEAM CORP,"$6,565,000",$5.05,"1,300,000",GGBM
10/14/2004,NASDAQ,PLANETOUT INC,"$41,850,000",$9,"4,650,000",LGBT
10/13/2004,American Stock Exchange,ANSWERS CORP,"$11,750,000",$5,"2,350,000",GRU
10/13/2004,NASDAQ,HURON CONSULTING GROUP INC.,"$77,500,000",$15.50,"5,000,000",HURN
10/8/2004,American Stock Exchange,"B&G FOODS, INC.","$260,869,575",$15,"17,391,305",BGF
10/7/2004,NASDAQ,INTRALASE CORP,"$86,272,082",$13,"6,636,314",ILSE
10/7/2004,New York Stock Exchange,HUTCHISON TELECOMMUNICATIONS INTERNATIONAL LTD,"$808,731,000",$11.67,"69,300,000",HTX
10/7/2004,NASDAQ,"PILGRIM'S PRIDE CORP OF GEORGIA, INC.","$132,000,000",$11,"12,000,000",GKIS
10/7/2004,New York Stock Exchange,"NEW YORK & COMPANY, INC.","$170,000,000",$17,"10,000,000",NWY
10/7/2004,NASDAQ,THOMAS PROPERTIES GROUP INC,"$171,428,568",$12,"14,285,714",TPGI
10/6/2004,OTCBB,SMARTFINANCIAL INC.,"$7,500,000",$15,"500,000",CSBQ
10/5/2004,NASDAQ,ATLANTIC COAST FEDERAL CORP,"$58,190,000",$10,"5,819,000",ACFC
10/5/2004,NASDAQ,"PB BANCORP, INC.","$30,896,910",$10,"3,089,691",PSBH
10/5/2004,NASDAQ,"TEXAS ROADHOUSE, INC.","$159,397,140",$17.50,"9,108,408",TXRH
10/5/2004,NASDAQ,"INNOVIVA, INC.","$98,400,000",$16,"6,150,000",THRX
10/1/2004,NASDAQ,"PEOPLESUPPORT, INC.","$47,727,274",$7,"6,818,182",PSPT
10/1/2004,NASDAQ,"SI FINANCIAL GROUP, INC.","$50,255,000",$10,"5,025,500",SIFI
10/1/2004,NASDAQ,LIBERTY BANK,"$32,698,810",$10,"3,269,881",NVSL
10/1/2004,New York Stock Exchange,NEW CENTURY FINANCIAL CORP,"$783,000,000",$58,"13,500,000",NEW
10/1/2004,New York Stock Exchange,"EAGLE HOSPITALITY PROPERTIES TRUST, INC.","$142,187,497",$9.75,"14,583,333",EHP
9/30/2004,NASDAQ,FUZEBOX SOFTWARE CORP,"$40,000,000",$10,"4,000,000",CALL
9/30/2004,American Stock Exchange,MPC CORP,"$9,900,000",$5.50,"1,800,000",HCO
9/30/2004,New York Stock Exchange,PRIMUS GUARANTY LTD,"$139,655,178",$13.50,"10,344,828",PRS
9/29/2004,New York Stock Exchange,CPFL ENERGY INC,"$170,984,448",$18,"9,499,136",CPL
9/29/2004,NASDAQ,NESS TECHNOLOGIES INC,"$140,064,000",$12,"11,672,000",NSTC
9/29/2004,NASDAQ,JAMDAT MOBILE INC,"$88,800,000",$16,"5,550,000",JMDT
9/29/2004,NASDAQ,"51JOB, INC.","$73,500,000",$14,"5,250,000",JOBS
9/28/2004,NASDAQ,"VISUAL SCIENCES, INC.","$42,500,000",$8.50,"5,000,000",WSSI
9/24/2004,NASDAQ,"COGENT, INC.","$216,000,000",$12,"18,000,000",COGT
9/23/2004,NASDAQ,BEACON ROOFING SUPPLY INC,"$175,500,000",$13,"13,500,000",BECN
9/23/2004,NASDAQ,VALLEY BANCORP,"$16,650,000",$18,"925,000",VLLY
9/23/2004,NASDAQ,EDUCATE INC,"$165,000,000",$11,"15,000,000",EEEE
9/21/2004,NASDAQ,SAXON CAPITAL INC,"$386,750,000",$22.75,"17,000,000",SAXND
9/21/2004,American Stock Exchange,NEPHROS INC,"$12,600,000",$6,"2,100,000",NEP
9/16/2004,New York Stock Exchange,"BIMINI CAPITAL MANAGEMENT, INC.","$72,500,000",$14.50,"5,000,000",BMM
9/15/2004,NASDAQ,STONEMOR PARTNERS LP,"$75,337,500",$20.50,"3,675,000",STON
8/27/2004,NASDAQ,ECOST COM INC,"$20,097,000",$5.80,"3,465,000",ECST
8/25/2004,OTCBB,CHINA MINERAL ACQUISITION CORP,"$24,000,000",$6,"4,000,000",CMAQU
8/19/2004,NASDAQ,GOOGLE INC.,"$1,666,429,420",$85,"19,605,052",GOOG
8/18/2004,NASDAQ,SNB BANCSHARES INC,"$49,636,367",$10.50,"4,727,273",SNBT
8/13/2004,New York Stock Exchange,COHEN & STEERS INC,"$97,500,000",$13,"7,500,000",CNS
8/12/2004,New York Stock Exchange,AMERICAN CAMPUS COMMUNITIES INC,"$211,750,000",$17.50,"12,100,000",ACC
8/12/2004,NASDAQ,EUROBANCSHARES INC,"$54,529,832",$14,"3,894,988",EUBK
8/12/2004,New York Stock Exchange,EXTRA SPACE STORAGE INC.,"$252,500,000",$12.50,"20,200,000",EXR
8/12/2004,NASDAQ,"STEREOTAXIS, INC.","$44,000,000",$8,"5,500,000",STXS
